#MLRT	#	0.8712	#MLRT
Maybe	R	0.9455	Maybe
u	O	0.9843	u
shouldn't	V	0.9954	shouldn't
have	V	0.9703	have
been	V	0.9227	been
sending	V	0.9888	sending
them	O	0.9105	them
to	P	0.9511	to
huntermoore	!	0.4604	huntermoore
lil	A	0.3067	lil
sloot	N	0.6507	sloot
			
Sachin	^	0.9667	Sachin
Tendulkar	^	0.9746	Tendulkar
Now	R	0.9764	Now
a	D	0.8948	a
Part	N	0.9781	Part
of	P	0.8953	of
Maharashtra	^	0.9618	Maharashtra
Textbooks	N	0.9273	Textbooks
:	,	0.7421	:
The	D	0.9468	The
Maharashtra	^	0.9618	Maharashtra
government	N	0.5787	government
has	V	0.9464	has
added	V	0.9026	added
a	D	0.8948	a
chapter	N	0.9805	chapter
on	P	0.8343	on
Sachin	^	0.9667	Sachin
...	~	0.6291	...
http://t.co/sZNrtmjB8F	U	0.9940	http://t.co/sZNrtmjB8F
			
@omarb7	@	0.9989	@omarb7
ahh	!	0.9966	ahh
I	O	0.9937	I
see	V	0.8335	see
,	,	0.9918	,
so	R	0.5317	so
u	O	0.9843	u
still	R	0.9849	still
don't	V	0.9973	don't
know	V	0.9285	know
if	P	0.9711	if
you're	L	0.9569	you're
coming	V	0.9764	coming
?	,	0.9909	?
Or	&	0.9770	Or
u	O	0.9843	u
coming	V	0.9764	coming
until	P	0.9730	until
after	P	0.8092	after
august	^	0.7408	august
?	,	0.9909	?
			
Sexting	V	0.9218	Sexting
...	~	0.6291	...
"	,	0.9803	"
@dj_saxzo	@	0.9990	@dj_saxzo
:	,	0.7421	:
My	D	0.9244	My
BBM	^	0.8837	BBM
just	R	0.9975	just
got	V	0.7838	got
more	A	0.4885	more
interesting	A	0.7778	interesting
.	,	0.9927	.
Shap	!	0.4167	Shap
!	,	0.9924	!
"	,	0.9803	"
			
RT	~	0.7475	RT
@JaellyBeanSG	@	0.9990	@JaellyBeanSG
:	,	0.7421	:
RW	G	0.4866	RW
:	,	0.7421	:
Can	V	0.9773	Can
you	O	0.9627	you
say	V	0.8550	say
saranghae	!	0.8852	saranghae
Leo	^	0.9891	Leo
:	,	0.7421	:
Me	O	0.9899	Me
?!	,	0.9682	?!
RW	G	0.4866	RW
:	,	0.7421	:
Yes	!	0.9939	Yes
you	O	0.9627	you
.	,	0.9927	.
Leo	^	0.9891	Leo
:	,	0.7421	:
To	P	0.9549	To
?	,	0.9909	?
RW	G	0.4866	RW
:	,	0.7421	:
You	O	0.9865	You
can	V	0.9763	can
say	V	0.8550	say
it	O	0.9694	it
to	P	0.9511	to
me	O	0.9918	me
!	,	0.9924	!
Leo	^	0.9891	Leo
:	,	0.7421	:
Sorry	A	0.4911	Sorry
.	,	0.9927	.
Ken	^	0.9947	Ken
:	,	0.7421	:
HYUNG	!	0.8517	HYUNG
SARANGHAE	!	0.8843	SARANGHAE
			
Vespa	^	0.7193	Vespa
by	P	0.9649	by
Peter	^	0.9948	Peter
van	^	0.8934	van
Eijk	!	0.3057	Eijk
:	,	0.7421	:
akansha_gautam	^	0.3440	akansha_gautam
posted	V	0.9123	posted
a	D	0.8948	a
photo	N	0.9609	photo
:	,	0.7421	:
via	P	0.7478	via
500px	!	0.2995	500px
:	,	0.7421	:
http://t.co/RutY61eUSF	U	0.9940	http://t.co/RutY61eUSF
http://t.co/TSaNpB8Ihw	U	0.9940	http://t.co/TSaNpB8Ihw
			
RT	~	0.7475	RT
@PetikanLagu2	@	0.9989	@PetikanLagu2
:	,	0.7421	:
Happy	A	0.9011	Happy
Isra	!	0.4395	Isra
'	,	0.9122	'
Miraj	^	0.5417	Miraj
27	$	0.9502	27
Rajab1435	!	0.2233	Rajab1435
H	N	0.2898	H
for	P	0.9910	for
all	D	0.7257	all
moslem	A	0.3286	moslem
in	P	0.8576	in
the	D	0.9792	the
world	N	0.7022	world
:)	E	0.9959	:)
			
@habschick66	@	0.9989	@habschick66
ain't	V	0.8098	ain't
that	O	0.7135	that
the	D	0.9792	the
true	A	0.9009	true
!	,	0.9924	!
If	P	0.9686	If
I	O	0.9937	I
was	V	0.9773	was
HABS	^	0.7049	HABS
coach	N	0.9824	coach
I	O	0.9937	I
be	V	0.9569	be
swearing	V	0.9806	swearing
worse	A	0.8961	worse
than	P	0.9031	than
a	D	0.8948	a
sailor	N	0.9094	sailor
hahaha	!	0.9987	hahaha
			
@ironchinchilla	@	0.9990	@ironchinchilla
wtf	!	0.9909	wtf
we	O	0.9885	we
need	V	0.8664	need
a	D	0.8948	a
pic	N	0.7214	pic
B	N	0.5776	B
			
"	,	0.9803	"
@_ChoMinAm	@	0.9990	@_ChoMinAm
:	,	0.7421	:
Ryeowook	^	0.8120	Ryeowook
came	V	0.8786	came
to	P	0.9511	to
see	V	0.8335	see
Exo	^	0.8908	Exo
concert	N	0.9931	concert
"	,	0.9803	"
			
RT	~	0.7475	RT
@SpnMaisieDaisy	@	0.9990	@SpnMaisieDaisy
:	,	0.7421	:
Jared	^	0.9989	Jared
on	P	0.8343	on
Misha	^	0.9853	Misha
"	,	0.9803	"
in	P	0.8576	in
all	D	0.7257	all
fairness	N	0.9835	fairness
we	O	0.9885	we
knew	V	0.9143	knew
from	P	0.9750	from
the	D	0.9792	the
get	V	0.9655	get
go	V	0.8465	go
that	O	0.7135	that
he	O	0.9777	he
was	V	0.9773	was
cooky	!	0.4559	cooky
"	,	0.9803	"
lol	!	0.9995	lol
#JIBCon	#	0.9722	#JIBCon
#JIB5	#	0.9256	#JIB5
			
Sunod	^	0.5156	Sunod
kong	^	0.5053	kong
babasahin	N	0.2477	babasahin
ang	!	0.6480	ang
favorite	A	0.8214	favorite
kong	^	0.5053	kong
That	O	0.7728	That
Kind	N	0.3142	Kind
of	P	0.8953	of
Guy	^	0.3925	Guy
still	R	0.9849	still
by	P	0.9649	by
Mina	!	0.5376	Mina
V	N	0.2342	V
.	,	0.9927	.
Esguerra	!	0.4759	Esguerra
>;)	E	0.9903	>;)
			
RT	~	0.7475	RT
@BodyRockWithJB	@	0.9990	@BodyRockWithJB
:	,	0.7421	:
Justin	^	0.9985	Justin
and	&	0.9981	and
Gigi	^	0.5558	Gigi
Hadid	^	0.9329	Hadid
with	P	0.9671	with
friends	N	0.8548	friends
!	,	0.9924	!
http://t.co/J6PtL4ISZx	U	0.9940	http://t.co/J6PtL4ISZx
			
The	D	0.9468	The
.	,	0.9927	.
bad	A	0.9370	bad
pastor	N	0.9895	pastor
.	,	0.9927	.
impostors	N	0.8090	impostors
so	R	0.5317	so
loves	V	0.9579	loves
a	D	0.8948	a
lottle	!	0.3128	lottle
to	P	0.9511	to
Jesus	^	0.9947	Jesus
the	D	0.9792	the
people	N	0.9913	people
can	V	0.9763	can
intercesion	!	0.1631	intercesion
for	P	0.9910	for
He	O	0.9792	He
for	P	0.9910	for
the	D	0.9792	the
soul	N	0.9542	soul
peole	N	0.9269	peole
wilshire	^	0.8481	wilshire
itq	!	0.2705	itq
			
"	,	0.9803	"
@aBEE_ccc	@	0.9990	@aBEE_ccc
:	,	0.7421	:
@yaaattaaa3	@	0.9989	@yaaattaaa3
lol	!	0.9995	lol
who	O	0.9764	who
bouta	!	0.2716	bouta
come	V	0.9593	come
way	N	0.5969	way
out	T	0.6015	out
there	R	0.4143	there
come	V	0.9593	come
get	V	0.9655	get
me	O	0.9918	me
&	&	0.9901	&
bring	V	0.9836	bring
me	O	0.9918	me
bck	!	0.4157	bck
we'll	L	0.9364	we'll
come	V	0.9593	come
"	,	0.9803	"
lol	!	0.9995	lol
.	,	0.9927	.
I	O	0.9937	I
forgot	V	0.9576	forgot
you	O	0.9627	you
moved	V	0.9158	moved
.	,	0.9927	.
canal	N	0.5097	canal
then	R	0.9661	then
.	,	0.9927	.
			
Photo	N	0.9163	Photo
:	,	0.7421	:
whatdoiwear	!	0.3693	whatdoiwear
:	,	0.7421	:
Maison	^	0.9640	Maison
Martin	^	0.9907	Martin
Margiela	^	0.8376	Margiela
Resort	N	0.6477	Resort
2015	$	0.8942	2015
Collection	N	0.9696	Collection
Photo	N	0.9163	Photo
:	,	0.7421	:
Style	N	0.9725	Style
http://t.co/gj2iz696Hs	U	0.9940	http://t.co/gj2iz696Hs
			
RT	~	0.7475	RT
@1DAlert	@	0.9981	@1DAlert
:	,	0.7421	:
Guys	N	0.9743	Guys
that	O	0.7135	that
picture	N	0.9454	picture
of	P	0.8953	of
Zayn	^	0.9683	Zayn
is	V	0.9892	is
old	A	0.9547	old
!!	,	0.9305	!!
And	&	0.9973	And
also	R	0.9524	also
you	O	0.9627	you
can	V	0.9763	can
see	V	0.8335	see
Niall	^	0.9790	Niall
standing	V	0.9906	standing
next	A	0.4810	next
to	P	0.9511	to
him	O	0.8980	him
like	P	0.7012	like
he	O	0.9777	he
wouldn't	V	0.8013	wouldn't
be	V	0.9569	be
in	P	0.8576	in
the	D	0.9792	the
crowd	N	0.9422	crowd
haha	!	0.9993	haha
			
RT	~	0.7475	RT
@RealLuisRosado	@	0.9990	@RealLuisRosado
:	,	0.7421	:
Tryna	V	0.8799	Tryna
get	V	0.9655	get
in	P	0.8576	in
touch	N	0.7541	touch
with	P	0.9671	with
Kapala	!	0.5340	Kapala
and	&	0.9981	and
help	V	0.6466	help
him	O	0.8980	him
out	T	0.6015	out
#LetKapalaWalk	#	0.9271	#LetKapalaWalk
			
@BeautyKINGC	@	0.9990	@BeautyKINGC
watch	V	0.8421	watch
xmen	^	0.7369	xmen
,	,	0.9918	,
xmen	^	0.7369	xmen
2	$	0.5875	2
,	,	0.9918	,
and	&	0.9981	and
xmen	^	0.7369	xmen
first	A	0.7263	first
class	N	0.9759	class
.	,	0.9927	.
They	O	0.9740	They
the	D	0.9792	the
only	R	0.7668	only
good	A	0.9644	good
ones	N	0.6955	ones
.	,	0.9927	.
			
Grand	A	0.5027	Grand
Cafe	N	0.5094	Cafe
Sante	^	0.4842	Sante
Avenida	^	0.5095	Avenida
de	P	0.2131	de
los	^	0.5435	los
boliches	!	0.2323	boliches
95	$	0.9571	95
,	,	0.9918	,
29640	$	0.3684	29640
,	,	0.9918	,
Fuengirola	^	0.3891	Fuengirola
.	,	0.9927	.
The	D	0.9468	The
Home	N	0.8967	Home
of	P	0.8953	of
The	D	0.9468	The
Famous	A	0.8236	Famous
'	,	0.9122	'
Apple	^	0.9202	Apple
Strudel	N	0.6796	Strudel
'	,	0.9122	'
			
RT	~	0.7475	RT
@olivia_can_fly	@	0.9990	@olivia_can_fly
:	,	0.7421	:
this	O	0.5028	this
is	V	0.9892	is
the	D	0.9792	the
most	R	0.7557	most
badass	A	0.4701	badass
picture	N	0.9454	picture
of	P	0.8953	of
tyler	^	0.9780	tyler
and	&	0.9981	and
josh	^	0.9711	josh
ive	L	0.9359	ive
ever	R	0.9297	ever
seen	V	0.9406	seen
im	L	0.9789	im
like	P	0.7012	like
getting	V	0.9834	getting
chills	N	0.2289	chills
http://t.co/JfvAFKt0SR	U	0.9940	http://t.co/JfvAFKt0SR
			
hAhhahAhaHahA	!	0.9967	hAhhahAhaHahA
me	O	0.9918	me
and	&	0.9981	and
Rio	^	0.8294	Rio
have	V	0.9703	have
to	P	0.9511	to
walk	V	0.6991	walk
to	P	0.9511	to
the	D	0.9792	the
quAy	^	0.6620	quAy
from	P	0.9750	from
moLd	N	0.8963	moLd
hAhaHa	!	0.9983	hAhaHa
			
RT	~	0.7475	RT
@lalothegr8	@	0.9989	@lalothegr8
:	,	0.7421	:
im	L	0.9789	im
happy	A	0.9389	happy
with	P	0.9671	with
who	O	0.9764	who
im	L	0.9789	im
with	P	0.9671	with
			
TRAFFIC	N	0.9765	TRAFFIC
UPDATE	N	0.9109	UPDATE
:	,	0.7421	:
As	P	0.7624	As
of	P	0.8953	of
11:45	$	0.9772	11:45
AM	V	0.5225	AM
,	,	0.9918	,
along	P	0.3675	along
Chino	^	0.7702	Chino
Roces	^	0.4233	Roces
from	P	0.9750	from
Gil	^	0.9677	Gil
Puyat	^	0.4377	Puyat
to	P	0.9511	to
A	D	0.7889	A
.	,	0.9927	.
Arnaiz	!	0.3665	Arnaiz
(	,	0.9082	(
M	G	0.2388	M
)	,	0.9412	)
,	,	0.9918	,
Opposite	A	0.4857	Opposite
Direction	N	0.9591	Direction
(	,	0.9082	(
LM	!	0.3742	LM
)	,	0.9412	)
.	,	0.9927	.
#MakatiTraffic	#	0.9453	#MakatiTraffic
			
"	,	0.9803	"
Im	L	0.9787	Im
gonna	V	0.9473	gonna
put	V	0.7836	put
it	O	0.9694	it
under	P	0.9160	under
the	D	0.9792	the
get	V	0.9655	get
down	T	0.3734	down
playlist	N	0.7871	playlist
"	,	0.9803	"
@j_hull_77	@	0.9989	@j_hull_77
LMAO	!	0.9991	LMAO
			
RT	~	0.7475	RT
@fucktyler	@	0.9990	@fucktyler
:	,	0.7421	:
@IGGYAZALEA	@	0.9987	@IGGYAZALEA
BABY	N	0.8841	BABY
GIRL	N	0.8555	GIRL
THAT	O	0.7877	THAT
WASNT	V	0.4364	WASNT
ME	O	0.9107	ME
I	O	0.9937	I
DONT	V	0.8914	DONT
DRESS	N	0.9028	DRESS
LIKE	P	0.6267	LIKE
THAT	O	0.7877	THAT
WHATCHU	L	0.4558	WHATCHU
TALKIN	V	0.6484	TALKIN
BOUT	P	0.5891	BOUT
?	,	0.9909	?
http://t.co/NhC8ePncFL	U	0.9940	http://t.co/NhC8ePncFL
			
RT	~	0.7475	RT
@zilourryam_	@	0.9990	@zilourryam_
:	,	0.7421	:
rt	~	0.4510	rt
for	P	0.9910	for
a	D	0.8948	a
dm	N	0.3768	dm
to	P	0.9511	to
luke	^	0.9439	luke
hemmings	^	0.7174	hemmings
.	,	0.9927	.
(	,	0.9082	(
mbf	^	0.8909	mbf
sorry	!	0.5410	sorry
)	,	0.9412	)
http://t.co/mhckZzouvT	U	0.9900	http://t.co/mhckZzouvT
			
I	O	0.9937	I
checked	V	0.9777	checked
in	P	0.8576	in
at	P	0.9712	at
SWSH	!	0.4077	SWSH
Shabu	N	0.7719	Shabu
Shabu	N	0.7719	Shabu
on	P	0.8343	on
#Yelp	#	0.7808	#Yelp
http://t.co/3QQLeA6V2i	U	0.9940	http://t.co/3QQLeA6V2i
			
RT	~	0.7475	RT
@byunbakehyun	@	0.9990	@byunbakehyun
:	,	0.7421	:
Ken	^	0.9947	Ken
and	&	0.9981	and
D.O.	^	0.5854	D.O.
the	D	0.9792	the
skinship	N	0.5393	skinship
lol	!	0.9995	lol
http://t.co/mvGpAwVH8C	U	0.9940	http://t.co/mvGpAwVH8C
			
@AlfredoFlores	@	0.9990	@AlfredoFlores
Fredo	N	0.4866	Fredo
ILYSM	!	0.8740	ILYSM
can	V	0.9763	can
u	O	0.9843	u
follow	V	0.9508	follow
me	O	0.9918	me
please	V	0.8246	please
?	,	0.9909	?
x69	!	0.2264	x69
			
RT	~	0.7475	RT
@EruNdrew	@	0.9987	@EruNdrew
:	,	0.7421	:
#OPENFOLLOW	#	0.8720	#OPENFOLLOW
for	P	0.9910	for
RP	!	0.4815	RP
retweet	V	0.5104	retweet
juseyo	!	0.5112	juseyo
*	,	0.9379	*
2	$	0.5875	2
			
@triana_afc	@	0.9990	@triana_afc
he	O	0.9777	he
won	V	0.5339	won
the	D	0.9792	the
champions	N	0.8430	champions
league	N	0.5323	league
why	R	0.8527	why
wouldnt	V	0.5381	wouldnt
he	O	0.9777	he
be	V	0.9569	be
really	R	0.9938	really
happy	A	0.9389	happy
?	,	0.9909	?
Lol	!	0.9992	Lol
			
11:30	$	0.9898	11:30
and	&	0.9981	and
im	L	0.9789	im
still	R	0.9849	still
feelin	V	0.8916	feelin
it	O	0.9694	it
			
Bloke	N	0.8609	Bloke
on	P	0.8343	on
Jeremy	^	0.9973	Jeremy
Kyle	^	0.9978	Kyle
looks	V	0.9461	looks
strangely	R	0.9894	strangely
like	P	0.7012	like
Jake	^	0.9968	Jake
Gyllenhaal	^	0.8508	Gyllenhaal
from	P	0.9750	from
his	D	0.9130	his
Donnie	^	0.9773	Donnie
Darko	^	0.5789	Darko
days	N	0.9144	days
			
"	,	0.9803	"
@pragarassongs	@	0.9990	@pragarassongs
:	,	0.7421	:
"	,	0.9803	"
Christian	^	0.9779	Christian
Pace	N	0.7688	Pace
"	,	0.9803	"
pt	N	0.7422	pt
.	,	0.9927	.
26	$	0.9523	26
Amore	^	0.4527	Amore
hai	!	0.9865	hai
vinto	!	0.3095	vinto
tu	G	0.3641	tu
.	,	0.9927	.
#Amici13	#	0.9384	#Amici13
http://t.co/NVIYl66x8m	U	0.9940	http://t.co/NVIYl66x8m
"	,	0.9803	"
			
@_femalepac	@	0.9990	@_femalepac
I	O	0.9937	I
went	V	0.9059	went
ona	!	0.4542	ona
riverwalk	^	0.3229	riverwalk
yesterday	N	0.6676	yesterday
,	,	0.9918	,
it	O	0.9694	it
was	V	0.9773	was
full	A	0.8636	full
of	P	0.8953	of
white	A	0.6236	white
people	N	0.9913	people
tho	R	0.4095	tho
.	,	0.9927	.
			
@Mrprag_	@	0.9990	@Mrprag_
mad	A	0.9005	mad
niccur	!	0.2456	niccur
alomo	N	0.6822	alomo
rules	N	0.9099	rules
after	P	0.8092	after
kush	N	0.5501	kush
			
RT	~	0.7475	RT
@_5sosnews_	@	0.9987	@_5sosnews_
:	,	0.7421	:
Calum	^	0.7990	Calum
tonight	R	0.4673	tonight
at	P	0.9712	at
The	D	0.9468	The
Stadium	N	0.6259	Stadium
of	P	0.8953	of
Light	N	0.7460	Light
Sunderland	^	0.9531	Sunderland
!	,	0.9924	!
(	,	0.9082	(
via	P	0.7478	via
our	D	0.8438	our
c	G	0.3278	c
o-o	!	0.4674	o-o
wner	N	0.7626	wner
@cliffxrdstop	@	0.9990	@cliffxrdstop
)	,	0.9412	)
http://t.co/6LXuOLzxfT	U	0.9940	http://t.co/6LXuOLzxfT
			
.	,	0.9927	.
@hitakshibawa	@	0.9990	@hitakshibawa
she	O	0.9863	she
u/s	N	0.5079	u/s
d	!	0.3287	d
effect	N	0.6184	effect
of	P	0.8953	of
hungry	A	0.7804	hungry
-->	G	0.8119	-->
sleepy	A	0.9404	sleepy
->	G	0.7072	->
waking	V	0.9864	waking
up	T	0.8440	up
hungry	A	0.7804	hungry
cycle	N	0.9478	cycle
:-D	E	0.9889	:-D
n	&	0.7343	n
UPSC	N	0.4980	UPSC
chaat	N	0.9043	chaat
wala	!	0.6101	wala
isnt	V	0.6403	isnt
good	A	0.9644	good
nw	!	0.4311	nw
@WeAreNewDelhi	@	0.9990	@WeAreNewDelhi
@BeingAnupama	@	0.9990	@BeingAnupama
			
My	D	0.9244	My
new	A	0.9552	new
fav	!	0.4484	fav
song	N	0.9799	song
:	,	0.7421	:
Ed	^	0.6465	Ed
Sheeran	^	0.9758	Sheeran
-	,	0.8444	-
SING	V	0.9747	SING
[	,	0.9656	[
Official	A	0.6485	Official
Video	N	0.9601	Video
]	,	0.9650	]
http://t.co/j26DdMkE7a	U	0.9940	http://t.co/j26DdMkE7a
			
@notebiebers	@	0.9989	@notebiebers
OMG	!	0.9972	OMG
SAME	A	0.8660	SAME
SAME	A	0.8660	SAME
OHGOSH	!	0.9948	OHGOSH
.	,	0.9927	.
ELF	^	0.9000	ELF
is	V	0.9892	is
my	D	0.8420	my
very	R	0.9132	very
first	A	0.7263	first
fandom	N	0.5736	fandom
:)	E	0.9959	:)
who's	L	0.9603	who's
your	D	0.5467	your
bias	N	0.9448	bias
in	P	0.8576	in
sj	^	0.9067	sj
?	,	0.9909	?
			
RT	~	0.7475	RT
@FootballVines	@	0.9990	@FootballVines
:	,	0.7421	:
Got	V	0.8830	Got
to	P	0.9511	to
love	N	0.6603	love
Xabi	^	0.9304	Xabi
Alonso	^	0.9529	Alonso
!!	,	0.9305	!!
https://t.co/s3B5n2cr3B	U	0.9943	https://t.co/s3B5n2cr3B
			
I	O	0.9937	I
love	N	0.6603	love
u	O	0.9843	u
Phil	^	0.9780	Phil
of	P	0.8953	of
the	D	0.9792	the
future	N	0.4781	future
I	O	0.9937	I
LOVE	N	0.5519	LOVE
EVERYTHING	N	0.9565	EVERYTHING
ABT	!	0.3135	ABT
YOU	O	0.9792	YOU
			
People	N	0.9953	People
who	O	0.9764	who
get	V	0.9655	get
to	P	0.9511	to
talkin	V	0.7415	talkin
reckless	A	0.9677	reckless
don't	V	0.9973	don't
understand	V	0.8868	understand
how	R	0.9435	how
much	A	0.5576	much
of	P	0.8953	of
a	D	0.8948	a
true	A	0.9009	true
savage	A	0.3860	savage
I	O	0.9937	I
could	V	0.9712	could
b	V	0.3261	b
			
RT	~	0.7475	RT
@sheracassiopeia	@	0.9990	@sheracassiopeia
:	,	0.7421	:
[	,	0.9656	[
HQ	N	0.6470	HQ
]	,	0.9650	]
140526	$	0.4723	140526
YUNHO	^	0.6047	YUNHO
off	T	0.4522	off
to	P	0.9511	to
Japan	^	0.9929	Japan
~	G	0.4906	~
Smile	V	0.4552	Smile
flower	N	0.5777	flower
boy	N	0.8695	boy
^^	E	0.9149	^^
f	G	0.3585	f
:	,	0.7421	:
kiyo	!	0.6606	kiyo
http://t.co/CGBmP3P9ro	U	0.9940	http://t.co/CGBmP3P9ro
			
Nic	!	0.3871	Nic
n	&	0.7343	n
iggy	^	0.9726	iggy
both	!	0.5961	both
going	V	0.9829	going
to	P	0.9511	to
Vegas	^	0.9778	Vegas
			
Dungey	^	0.5808	Dungey
got	V	0.7838	got
his	D	0.9130	his
balls	N	0.9646	balls
back	R	0.5723	back
.	,	0.9927	.
I	O	0.9937	I
repeat	N	0.3362	repeat
.	,	0.9927	.
Dungey	^	0.5808	Dungey
got	V	0.7838	got
his	D	0.9130	his
balls	N	0.9646	balls
back	R	0.5723	back
.	,	0.9927	.
			
Crowdfunding	N	0.3471	Crowdfunding
Roundup	N	0.7932	Roundup
:	,	0.7421	:
A	D	0.7889	A
late	A	0.8833	late
Spring	N	0.8836	Spring
flowering	N	0.6579	flowering
of	P	0.8953	of
projects	N	0.9720	projects
:	,	0.7421	:
Every	D	0.7212	Every
week	N	0.8660	week
,	,	0.9918	,
TUAW	^	0.2693	TUAW
provides	V	0.9805	provides
readers	N	0.9671	readers
with	P	0.9671	with
an	D	0.7642	an
update	N	0.8916	update
o	!	0.7684	o
...	~	0.6291	...
http://t.co/oyjovwY0Bu	U	0.9940	http://t.co/oyjovwY0Bu
			
RT	~	0.7475	RT
@RahmannMan	@	0.9990	@RahmannMan
:	,	0.7421	:
@fazreensafiai	@	0.9990	@fazreensafiai
born	V	0.8521	born
to	P	0.9511	to
be	V	0.9569	be
a	D	0.8948	a
legend	N	0.9522	legend
ke	^	0.4049	ke
acaner	^	0.2033	acaner
ny	^	0.4965	ny
???	,	0.9753	???
			
Sendo	!	0.3606	Sendo
cold	A	0.9677	cold
for	P	0.9910	for
callin	V	0.6069	callin
her	O	0.5274	her
shit	N	0.6894	shit
lol	!	0.9995	lol
smh	G	0.9277	smh
			
OK	!	0.9631	OK
,	,	0.9918	,
I've	L	0.9742	I've
been	V	0.9227	been
in	P	0.8576	in
a	D	0.8948	a
cave	N	0.9481	cave
,	,	0.9918	,
but	&	0.9901	but
this	O	0.5028	this
is	V	0.9892	is
worth	A	0.3472	worth
watching	V	0.9830	watching
:	,	0.7421	:
Lip	N	0.7564	Lip
Sync	N	0.7939	Sync
Battle	N	0.9789	Battle
w	G	0.3597	w
.	,	0.9927	.
J	G	0.2491	J
.	,	0.9927	.
Gordon	^	0.9921	Gordon
Levitt	^	0.8423	Levitt
,	,	0.9918	,
S	G	0.5043	S
.	,	0.9927	.
Merchant	N	0.8789	Merchant
&	&	0.9901	&
Jimmy	^	0.9938	Jimmy
Fallon	^	0.9770	Fallon
http://t.co/PnZnm69cyH	U	0.9940	http://t.co/PnZnm69cyH
			
morning	N	0.7689	morning
exercise	N	0.8906	exercise
paakyat	^	0.2580	paakyat
ng	!	0.6965	ng
thunderbird	^	0.8549	thunderbird
			
@lCE_Gangz	@	0.9990	@lCE_Gangz
herro	!	0.9912	herro
,	,	0.9918	,
apink's	^	0.3187	apink's
happy	A	0.9389	happy
virus	N	0.9855	virus
here	R	0.7796	here
o	!	0.7684	o
u	O	0.9843	u
o	!	0.7684	o
nice	A	0.9471	nice
to	P	0.9511	to
meet	V	0.9137	meet
you	O	0.9627	you
/smiles	N	0.8997	/smiles
;	,	0.9305	;
bows	V	0.6612	bows
.	,	0.9927	.
			
the	D	0.9792	the
day	N	0.9236	day
of	P	0.8953	of
my	D	0.8420	my
nephews	N	0.8874	nephews
bautizo	!	0.5068	bautizo
my	D	0.8420	my
cousin	N	0.9556	cousin
jenny	^	0.9629	jenny
ran	V	0.9215	ran
away	R	0.8585	away
with	P	0.9671	with
Jose	^	0.9960	Jose
lmao	!	0.9991	lmao
			
Nobody	N	0.8960	Nobody
dont	V	0.9006	dont
wanna	V	0.9079	wanna
kik	^	0.6728	kik
I	O	0.9937	I
made	V	0.9295	made
dis	D	0.2681	dis
shit	N	0.6894	shit
for	P	0.9910	for
nothing	N	0.9678	nothing
			
the	D	0.9792	the
day	N	0.9236	day
we	O	0.9885	we
was	V	0.9773	was
gon	V	0.9396	gon
fall	V	0.4054	fall
back	R	0.5723	back
off	T	0.4522	off
each	D	0.4410	each
other	A	0.9271	other
was	V	0.9773	was
gon	V	0.9396	gon
eventually	R	0.9901	eventually
come	V	0.9593	come
			
Ismail	^	0.9838	Ismail
Cuneyt	!	0.4163	Cuneyt
Oktay	^	0.6532	Oktay
demonstrates	V	0.9914	demonstrates
the	D	0.9792	the
Balgo	!	0.3130	Balgo
Honey	N	0.6881	Honey
Spoon	N	0.6597	Spoon
http://t.co/84JjODJKqq	U	0.9940	http://t.co/84JjODJKqq
#foodinnovation	#	0.9661	#foodinnovation
			
I	O	0.9937	I
just	R	0.9975	just
uploaded	V	0.5037	uploaded
"	,	0.9803	"
Comunion	^	0.3044	Comunion
arturo	^	0.9574	arturo
,	,	0.9918	,
fernando	^	0.9897	fernando
,	,	0.9918	,
rolando	^	0.9880	rolando
hi	!	0.9930	hi
web	N	0.5343	web
"	,	0.9803	"
to	P	0.9511	to
Vimeo	^	0.6620	Vimeo
:	,	0.7421	:
http://t.co/jieZSWIdh1	U	0.9940	http://t.co/jieZSWIdh1
			
@hkergs	@	0.9986	@hkergs
nah	!	0.9921	nah
gurl	!	0.5561	gurl
i	O	0.9651	i
just	R	0.9975	just
have	V	0.9703	have
bad	A	0.9370	bad
roots	N	0.9222	roots
lmfao	!	0.9987	lmfao
			
RT	~	0.7475	RT
@eriealerts	@	0.9986	@eriealerts
:	,	0.7421	:
EPD	^	0.9174	EPD
to	P	0.9511	to
100	$	0.9885	100
blk	N	0.2623	blk
E	N	0.3363	E
30th	A	0.4586	30th
,	,	0.9918	,
twenty	$	0.6460	twenty
people	N	0.9913	people
fighting	V	0.9965	fighting
,	,	0.9918	,
unknown	A	0.9477	unknown
weapons	N	0.9437	weapons
=	,	0.7656	=
			
RT	~	0.7475	RT
@calumdior	@	0.9986	@calumdior
:	,	0.7421	:
"	,	0.9803	"
niall	^	0.9486	niall
can	V	0.9763	can
I	O	0.9937	I
play	V	0.8616	play
"	,	0.9803	"
"	,	0.9803	"
no	!	0.9253	no
"	,	0.9803	"
"	,	0.9803	"
niall	^	0.9486	niall
can	V	0.9763	can
i-	G	0.5729	i-
"	,	0.9803	"
"	,	0.9803	"
no	!	0.9253	no
"	,	0.9803	"
"	,	0.9803	"
niall	^	0.9486	niall
--"	E	0.8330	--"
"	,	0.9803	"
no	!	0.9253	no
"	,	0.9803	"
#teamniall	#	0.9351	#teamniall
#WMAOneDirection	#	0.9801	#WMAOneDirection
http://t.co/WUOTEMjc36	U	0.9940	http://t.co/WUOTEMjc36
			
RT	~	0.7475	RT
